18	1.5005	1.5015	1.7856	1.1537	1.4506497383117676 1.4643670320510864 1.5770792961120605 1.4609293937683105 1.4501500129699707 1.2824769020080566 1.4190070629119873 1.4531694650650024 1.4610562324523926 1.4803215265274048 1.461535930633545 1.1537212133407593 1.5167157649993896 1.4314202070236206 1.4611896276474 1.3949693441390991 1.338555097579956 1.7845641374588013 1.5393108129501343 1.559714436531067 1.5007116794586182 1.4848090410232544 1.3262271881103516 1.475114107131958 1.221925139427185 1.6099083423614502 1.5271955728530884 1.4580023288726807 1.7138981819152832 1.5463260412216187 1.588201642036438 1.5235904455184937 1.4309635162353516 1.5063018798828125 1.6400079727172852 1.5046477317810059 1.6296950578689575 1.308488130569458 1.3506993055343628 1.5322333574295044 1.635246992111206 1.5792276859283447 1.568152666091919 1.6603100299835205 1.50552499294281 1.5014848709106445 1.5643812417984009 1.478826880455017 1.5417512655258179 1.5706794261932373 1.5676946640014648 1.541069746017456 1.5517204999923706 1.5268259048461914 1.5614526271820068 1.3276941776275635 1.5803589820861816 1.1900527477264404 1.7157080173492432 1.6482411623001099 1.475224256515503 1.4713385105133057 1.5632768869400024 1.4805240631103516 1.7856245040893555 1.6184370517730713 1.6025980710983276 1.6108042001724243 1.494296908378601 1.5020374059677124 1.7173343896865845 1.492169976234436 1.5677134990692139 1.5459485054016113 1.2890865802764893 1.6348857879638672 1.4827698469161987 1.4206446409225464 1.334541916847229 1.640802264213562 1.359579086303711 1.3882274627685547 1.3706729412078857 1.289771318435669 1.545851469039917 1.5401666164398193 1.3663005828857422 1.4752651453018188 1.498314619064331 1.4229551553726196 1.6925616264343262 1.6358540058135986 1.5861461162567139 1.4341418743133545 1.422680139541626 1.4398918151855469 1.2637364864349365 1.5347309112548828 1.639931321144104 1.4654035568237305 1.495085597038269 1.458162546157837 1.6442677974700928 1.5737301111221313 1.4380313158035278
18	1.5209	1.5276	1.7856	1.1901	1.3949693441390991 1.5601261854171753 1.4499315023422241 1.338555097579956 1.7845641374588013 1.5798259973526 1.6099083423614502 1.559714436531067 1.4848090410232544 1.3262271881103516 1.221925139427185 1.4260655641555786 1.5271955728530884 1.6356340646743774 1.4813838005065918 1.5322333574295044 1.635246992111206 1.6755614280700684 1.5417512655258179 1.568152666091919 1.50552499294281 1.5014848709106445 1.478826880455017 1.5153071880340576 1.5706794261932373 1.6440657377243042 1.4888253211975098 1.457948923110962 1.4081794023513794 1.6437969207763672 1.4301197528839111 1.4883357286453247 1.6329072713851929 1.3502748012542725 1.5601576566696167 1.5058950185775757 1.590591549873352 1.6079027652740479 1.62614905834198 1.5276299715042114 1.407192587852478 1.5885980129241943 1.4838602542877197 1.499563455581665 1.4009554386138916 1.4296154975891113 1.5676946640014648 1.4847317934036255 1.7157080173492432 1.5517204999923706 1.5614526271820068 1.3276941776275635 1.1900527477264404 1.6234900951385498 1.6482411623001099 1.6655243635177612 1.6108042001724243 1.4713385105133057 1.4805240631103516 1.7856245040893555 1.6025980710983276 1.6525986194610596 1.494296908378601 1.5737203359603882 1.4815393686294556 1.5137913227081299 1.6098681688308716 1.525709867477417 1.4987468719482422 1.6142032146453857 1.3706729412078857 1.4341418743133545 1.5347309112548828 1.6442677974700928 1.501904010772705 1.4380313158035278 1.334541916847229 1.640802264213562 1.3882274627685547 1.5805326700210571 1.289771318435669 1.6925616264343262 1.5861461162567139 1.5317546129226685 1.422680139541626 1.2637364864349365 1.5291873216629028 1.639931321144104 1.6433188915252686 1.5737301111221313 1.4297904968261719
12	1.4969	1.5272	1.7846	0.8540	1.221925139427185 1.492586374282837 1.7845641374588013 1.4750112295150757 1.4353829622268677 1.592844843864441 1.4485758543014526 1.47879159450531 1.6099083423614502 1.5271955728530884 1.5345723628997803 1.6025980710983276 1.689799189567566 1.5224050283432007 1.5801646709442139 1.5730879306793213 1.5689064264297485 1.6442677974700928 1.5737301111221313 1.5378413200378418 1.350365400314331 1.3983142375946045 1.5789786577224731 1.443878412246704 1.5597634315490723 1.3390549421310425 1.2066161632537842 1.6842751502990723 1.6320877075195312 0.854019820690155 1.5386958122253418 1.6828917264938354 1.6108042001724243 1.494296908378601 1.1127338409423828 1.6615550518035889 1.4487740993499756 1.5600043535232544 1.3580169677734375 1.385005235671997 1.5927307605743408 1.4809554815292358 1.4685510396957397 1.318334698677063 1.277227520942688 1.4837790727615356 1.6162396669387817 1.6298826932907104 1.6709173917770386 1.3543521165847778 1.425578236579895 1.5081040859222412 1.6390537023544312 1.62899911403656 1.4380313158035278
12	1.4969	1.5272	1.7846	0.8540	1.221925139427185 1.492586374282837 1.7845641374588013 1.4750112295150757 1.4353829622268677 1.592844843864441 1.4485758543014526 1.47879159450531 1.6099083423614502 1.5271955728530884 1.5345723628997803 1.6025980710983276 1.689799189567566 1.5224050283432007 1.5801646709442139 1.5730879306793213 1.5689064264297485 1.6442677974700928 1.5737301111221313 1.5378413200378418 1.350365400314331 1.3983142375946045 1.5789786577224731 1.443878412246704 1.5597634315490723 1.3390549421310425 1.2066161632537842 1.6842751502990723 1.6320877075195312 0.854019820690155 1.5386958122253418 1.6828917264938354 1.6108042001724243 1.494296908378601 1.1127338409423828 1.6615550518035889 1.4487740993499756 1.5600043535232544 1.3580169677734375 1.385005235671997 1.5927307605743408 1.4809554815292358 1.4685510396957397 1.318334698677063 1.277227520942688 1.4837790727615356 1.6162396669387817 1.6298826932907104 1.6709173917770386 1.3543521165847778 1.425578236579895 1.5081040859222412 1.6390537023544312 1.62899911403656 1.4380313158035278
11	1.5045	1.5126	1.6914	1.1631	1.4643670320510864 1.6370010375976562 1.672081708908081 1.5085605382919312 1.4046589136123657 1.5166523456573486 1.5167157649993896 1.4314202070236206 1.677579402923584 1.5238056182861328 1.3447331190109253 1.2170389890670776 1.5228519439697266 1.308488130569458 1.3506993055343628 1.6914048194885254 1.4490901231765747 1.688094973564148 1.616796612739563 1.637972116470337 1.6188313961029053 1.4837790727615356 1.5668408870697021 1.5482927560806274 1.6298826932907104 1.6709173917770386 1.532429575920105 1.4973359107971191 1.425578236579895 1.5081040859222412 1.470165491104126 1.38376784324646 1.163112759590149 1.5390387773513794 1.506359338760376 1.4380313158035278
12	1.4912	1.5241	1.7846	0.8653	1.5324547290802002 1.5798259973526 1.5601261854171753 1.7845641374588013 1.4485758543014526 1.492586374282837 1.6099083423614502 1.5271955728530884 1.6029590368270874 1.57291841506958 1.5829863548278809 1.5209791660308838 1.1933754682540894 1.3022961616516113 0.8652632832527161 1.4081794023513794 1.6655243635177612 1.5170009136199951 1.5399361848831177 1.5737203359603882 1.6142032146453857 1.457948923110962 1.5923540592193604 1.4446747303009033 1.6437969207763672 1.5058950185775757 1.5386958122253418 1.5378413200378418 1.6108042001724243 1.494296908378601 1.443878412246704 1.425578236579895 1.5081040859222412 1.3390549421310425 1.2066161632537842 1.4380313158035278
17	1.4938	1.4898	1.7856	1.1537	1.4506497383117676 1.5770792961120605 1.4609293937683105 1.4501500129699707 1.4190070629119873 1.4852632284164429 1.4610562324523926 1.4803215265274048 1.461535930633545 1.1537212133407593 1.5167157649993896 1.4314202070236206 1.3949693441390991 1.338555097579956 1.7845641374588013 1.559714436531067 1.4353829622268677 1.4848090410232544 1.3262271881103516 1.475114107131958 1.221925139427185 1.6099083423614502 1.5271955728530884 1.5322333574295044 1.635246992111206 1.568152666091919 1.4374297857284546 1.50552499294281 1.5014848709106445 1.5643812417984009 1.478826880455017 1.5417512655258179 1.5706794261932373 1.5676946640014648 1.5517204999923706 1.6407430171966553 1.5614526271820068 1.3276941776275635 1.5803589820861816 1.1900527477264404 1.7157080173492432 1.6482411623001099 1.4713385105133057 1.6320877075195312 1.4805240631103516 1.7856245040893555 1.6184370517730713 1.6025980710983276 1.6108042001724243 1.494296908378601 1.459068775177002 1.334541916847229 1.640802264213562 1.359579086303711 1.3882274627685547 1.3706729412078857 1.289771318435669 1.564269781112671 1.5098762512207031 1.434556245803833 1.5224050283432007 1.318334698677063 1.277227520942688 1.6925616264343262 1.6358540058135986 1.5861461162567139 1.4341418743133545 1.422680139541626 1.4398918151855469 1.2637364864349365 1.5347309112548828 1.639931321144104 1.4654035568237305 1.495085597038269 1.458162546157837 1.6442677974700928 1.5737301111221313 1.4380313158035278
18	1.5209	1.5276	1.7856	1.1901	1.3949693441390991 1.5601261854171753 1.4499315023422241 1.338555097579956 1.7845641374588013 1.5798259973526 1.6099083423614502 1.559714436531067 1.4848090410232544 1.3262271881103516 1.221925139427185 1.4260655641555786 1.5271955728530884 1.6356340646743774 1.4813838005065918 1.5322333574295044 1.635246992111206 1.6755614280700684 1.5417512655258179 1.568152666091919 1.50552499294281 1.5014848709106445 1.478826880455017 1.5153071880340576 1.5706794261932373 1.6440657377243042 1.4888253211975098 1.457948923110962 1.4081794023513794 1.6437969207763672 1.4301197528839111 1.4883357286453247 1.6329072713851929 1.3502748012542725 1.5601576566696167 1.5058950185775757 1.590591549873352 1.6079027652740479 1.62614905834198 1.5276299715042114 1.407192587852478 1.5885980129241943 1.4838602542877197 1.499563455581665 1.4009554386138916 1.4296154975891113 1.5676946640014648 1.4847317934036255 1.7157080173492432 1.5517204999923706 1.5614526271820068 1.3276941776275635 1.1900527477264404 1.6234900951385498 1.6482411623001099 1.6655243635177612 1.6108042001724243 1.4713385105133057 1.4805240631103516 1.7856245040893555 1.6025980710983276 1.6525986194610596 1.494296908378601 1.5737203359603882 1.4815393686294556 1.5137913227081299 1.6098681688308716 1.525709867477417 1.4987468719482422 1.6142032146453857 1.3706729412078857 1.4341418743133545 1.5347309112548828 1.6442677974700928 1.501904010772705 1.4380313158035278 1.334541916847229 1.640802264213562 1.3882274627685547 1.5805326700210571 1.289771318435669 1.6925616264343262 1.5861461162567139 1.5317546129226685 1.422680139541626 1.2637364864349365 1.5291873216629028 1.639931321144104 1.6433188915252686 1.5737301111221313 1.4297904968261719
12	1.4969	1.5272	1.7846	0.8540	1.221925139427185 1.492586374282837 1.7845641374588013 1.4750112295150757 1.4353829622268677 1.592844843864441 1.4485758543014526 1.47879159450531 1.6099083423614502 1.5271955728530884 1.5345723628997803 1.6025980710983276 1.689799189567566 1.5224050283432007 1.5801646709442139 1.5730879306793213 1.5689064264297485 1.6442677974700928 1.5737301111221313 1.5378413200378418 1.350365400314331 1.3983142375946045 1.5789786577224731 1.443878412246704 1.5597634315490723 1.3390549421310425 1.2066161632537842 1.6842751502990723 1.6320877075195312 0.854019820690155 1.5386958122253418 1.6828917264938354 1.6108042001724243 1.494296908378601 1.1127338409423828 1.6615550518035889 1.4487740993499756 1.5600043535232544 1.3580169677734375 1.385005235671997 1.5927307605743408 1.4809554815292358 1.4685510396957397 1.318334698677063 1.277227520942688 1.4837790727615356 1.6162396669387817 1.6298826932907104 1.6709173917770386 1.3543521165847778 1.425578236579895 1.5081040859222412 1.6390537023544312 1.62899911403656 1.4380313158035278
15	1.4768	1.5052	1.7856	1.0164	1.6362242698669434 1.5772117376327515 1.6894280910491943 1.4126876592636108 1.50783109664917 1.4526379108428955 1.5450122356414795 1.3921170234680176 1.533287763595581 1.32901930809021 1.6034826040267944 1.4445462226867676 1.4657615423202515 1.3637206554412842 1.016394853591919 1.507528305053711 1.6233742237091064 1.5311315059661865 1.4510037899017334 1.4973384141921997 1.5039029121398926 1.510363221168518 1.3313229084014893 1.5676946640014648 1.6923635005950928 1.5144232511520386 1.3276941776275635 1.5974370241165161 1.5636260509490967 1.1900527477264404 1.702963948249817 1.5673173666000366 1.6482411623001099 1.467052936553955 1.4819698333740234 1.7856245040893555 1.6027759313583374 1.5064085721969604 1.6025980710983276 1.5382158756256104 1.6404340267181396 1.494296908378601 1.421065330505371 1.5990756750106812 1.4529474973678589 1.365814208984375 1.5398457050323486 1.2353956699371338 1.5113842487335205 1.063419222831726 1.4949376583099365 1.4662028551101685 1.5642670392990112 1.1833932399749756 1.438202977180481 1.4379972219467163 1.405379056930542 1.5718357563018799 1.5669547319412231 1.2637364864349365 1.6051621437072754 1.6238349676132202 1.639931321144104 1.3064650297164917 1.292091727256775 1.3508691787719727 1.2885348796844482 1.4754741191864014 1.5522617101669312 1.348763108253479 1.5514837503433228 1.3044373989105225 1.5115330219268799 1.450881838798523 1.5737301111221313 1.5153273344039917 1.3262436389923096 1.4745675325393677
