8	1.3832	1.4057	1.5135	1.1537	1.4057239294052124 1.4609293937683105 1.4481329917907715 1.4505809545516968 1.5134503841400146 1.1537212133407593 1.5025752782821655 1.2654285430908203 1.3579038381576538 1.3897442817687988 1.3794203996658325 1.5099565982818604 1.496568202972412 1.4695241451263428 1.1900527477264404 1.226628065109253 1.3836569786071777 1.3359382152557373 1.2486947774887085 1.416038990020752 1.4432779550552368
6	1.5273	1.5290	1.7989	1.2413	1.2413220405578613 1.5217925310134888 1.4318478107452393 1.552857518196106 1.6736787557601929 1.5791435241699219 1.3053903579711914 1.5641977787017822 1.7988649606704712 1.6989693641662598 1.4825465679168701 1.5290130376815796 1.4645767211914062 1.5688823461532593 1.4967944622039795
8	1.4840	1.4431	1.7098	1.3678	1.4953960180282593 1.4430733919143677 1.3678072690963745 1.4328184127807617 1.5747309923171997 1.4355593919754028 1.4418385028839111 1.545359492301941 1.709843397140503 1.420553207397461 1.3689930438995361 1.4568226337432861 1.4161330461502075 1.6330146789550781 1.5178725719451904
7	1.4578	1.4708	1.7441	0.9074	1.454727292060852 0.9073789715766907 1.6006865501403809 1.4435845613479614 1.6140960454940796 1.523232102394104 1.5089994668960571 1.7440717220306396 1.4619561433792114 1.1900527477264404 1.4454163312911987 1.6077823638916016 1.4910755157470703 1.6642411947250366 1.6377464532852173 1.4707876443862915 1.4770389795303345 1.2623804807662964 1.360181212425232 1.3821394443511963 1.365647554397583
5	1.4143	1.4238	1.6292	1.1974	1.3210644721984863 1.2445827722549438 1.4550154209136963 1.1974081993103027 1.3971773386001587 1.6291985511779785 1.4503787755966187 1.5721442699432373 1.3714063167572021 1.5048675537109375
7	1.5149	1.5196	1.8557	1.2011	1.680233120918274 1.4122141599655151 1.4609293937683105 1.5734199285507202 1.5409456491470337 1.3832541704177856 1.855707049369812 1.5843864679336548 1.2011007070541382 1.573218822479248 1.7036138772964478 1.5254565477371216 1.7274911403656006 1.4778093099594116 1.3393230438232422 1.4452818632125854 1.4039386510849 1.4454163312911987 1.5195740461349487 1.5295863151550293 1.4307223558425903
5	1.4610	1.4739	1.7441	1.1901	1.1900527477264404 1.7440717220306396 1.5112640857696533 1.4619561433792114 1.4770389795303345 1.410278081893921 1.360181212425232 1.503049373626709 1.4707876443862915 1.481608271598816
7	1.5885	1.5372	1.7244	1.5039	1.537197232246399 1.7244131565093994 1.5039206743240356
6	1.3163	1.2961	1.4387	1.1696	1.278005599975586 1.4168765544891357 1.2160146236419678 1.281703233718872 1.4345018863677979 1.310463786125183 1.354381799697876 1.1695719957351685 1.438714861869812 1.2623804807662964
10	1.4618	1.4744	1.6785	1.1537	1.4609293937683105 1.4178826808929443 1.4795899391174316 1.4176210165023804 1.4178191423416138 1.1537212133407593 1.5023813247680664 1.4549293518066406 1.6299717426300049 1.5156513452529907 1.4791946411132812 1.1900527477264404 1.5781686305999756 1.6784905195236206 1.4757884740829468 1.472910761833191 1.3399063348770142 1.5613961219787598 1.6030845642089844 1.6220868825912476 1.3968886137008667 1.5251574516296387 1.2192645072937012 1.383127212524414 1.5650845766067505 1.3852843046188354 1.4730957746505737 1.5322792530059814
7	1.4329	1.4620	1.7441	0.9319	1.4050551652908325 1.7440717220306396 1.4619561433792114 1.4567404985427856 1.1900527477264404 1.4454163312911987 1.5854461193084717 1.5207306146621704 0.9318521022796631 1.4952871799468994 1.5517207384109497 1.4707876443862915 1.579850196838379 1.4770389795303345 1.2623804807662964 1.4288229942321777 1.360181212425232 1.3821394443511963 1.4862093925476074 1.4893622398376465 1.365647554397583
6	1.5319	1.5125	1.6682	1.3992	1.4603333473205566 1.5054155588150024 1.5195858478546143 1.467305302619934 1.555344820022583 1.488389492034912 1.6681504249572754 1.3992276191711426 1.6134591102600098 1.6419142484664917
7	1.6521	1.7451	1.8536	1.2155	1.8536016941070557 1.573096513748169 1.7186287641525269 1.7803699970245361 1.7716395854949951 1.2155044078826904
7	1.4498	1.4674	1.7441	0.7975	1.530462622642517 0.7975213527679443 1.7269316911697388 1.4579918384552002 1.5082345008850098 1.421245813369751 1.7440717220306396 1.2789844274520874 1.1900527477264404 1.720753788948059 1.4673726558685303 1.4485102891921997 1.6550309658050537 1.4770389795303345 1.3226643800735474
5	1.5209	1.5419	1.7441	1.1901	1.1900527477264404 1.6299717426300049 1.7440717220306396 1.4721013307571411 1.3968886137008667 1.4770389795303345 1.6149027347564697 1.590384602546692 1.4935044050216675 1.600035548210144
