18	1.2982	1.3299	1.4748	0.7021	1.1507517099380493 1.4033148288726807 1.3189070224761963 1.1311794519424438 1.0212244987487793 1.164265513420105 1.1976253986358643 1.2725694179534912 1.373502254486084 1.0616381168365479 1.3807908296585083 0.9953248500823975 1.3306605815887451 1.2966701984405518 1.3291151523590088 1.2479655742645264 0.9261502027511597 1.228053092956543 1.2176151275634766 1.2510883808135986 1.2659714221954346 1.283082365989685 1.0148041248321533 1.3496086597442627 0.9230259656906128 1.26727294921875 1.305861234664917 1.3959687948226929 1.4437309503555298 1.3948016166687012 1.41688871383667 1.4748307466506958 1.3314143419265747 1.4490938186645508 1.397706389427185 1.4509069919586182 1.374574899673462 1.2925583124160767 1.2969532012939453 1.3167818784713745 1.3714518547058105 1.436025857925415 1.3299050331115723 1.4637953042984009 1.3657360076904297 1.3130643367767334 1.4734152555465698 1.2590076923370361 1.4269232749938965 1.3917168378829956 1.106208086013794 1.1951122283935547 1.2873754501342773 1.27665376663208 1.4016152620315552 1.0683549642562866 1.4584757089614868 0.7021398544311523 1.3673908710479736 1.3789193630218506 1.118882179260254 1.3230071067810059 1.349164605140686 1.4087187051773071 1.1795122623443604 1.4620554447174072 1.0790112018585205 1.4121406078338623 1.4189029932022095 1.3795182704925537 1.374338984489441 1.389581322669983 1.3093533515930176 1.4317246675491333 1.0918819904327393 1.3969614505767822 1.3555165529251099 1.328781008720398 1.3404923677444458 1.363102674484253 1.3784751892089844 1.2025833129882812 1.3253042697906494 1.2412364482879639 1.4650388956069946 1.3205981254577637 1.3292646408081055 1.2628194093704224 1.3462358713150024 1.1919664144515991 1.3993464708328247 1.3562653064727783 1.3111250400543213 1.3489627838134766 1.4045997858047485 1.39203941822052 0.9290623664855957 1.273376703262329 1.3457937240600586 1.3819233179092407 1.4306182861328125 1.3660774230957031 1.3266552686691284 1.3021883964538574 1.347436547279358
18	1.3005	1.3306	1.4745	0.7021	1.2479655742645264 1.3444225788116455 1.318719744682312 0.9261502027511597 1.228053092956543 1.1378782987594604 1.26727294921875 1.2510883808135986 1.283082365989685 1.0148041248321533 0.9230259656906128 1.2312116622924805 1.305861234664917 1.4051766395568848 1.4111469984054565 1.3167818784713745 1.3714518547058105 1.3717317581176758 1.4269232749938965 1.3299050331115723 1.3657360076904297 1.3130643367767334 1.2590076923370361 1.4264700412750244 1.3917168378829956 1.4467886686325073 1.380892038345337 1.384785771369934 1.0602222681045532 1.4744665622711182 1.3486326932907104 1.4072506427764893 1.3123321533203125 1.2601242065429688 1.390376091003418 1.3638137578964233 1.2916417121887207 1.4110438823699951 1.40144681930542 1.3966774940490723 1.261739730834961 1.4058680534362793 1.3541985750198364 1.2838340997695923 1.2896157503128052 1.3712952136993408 1.106208086013794 1.178503155708313 1.3673908710479736 1.2873754501342773 1.4016152620315552 1.0683549642562866 0.7021398544311523 1.3306009769439697 1.3789193630218506 1.2019063234329224 1.4121406078338623 1.3230071067810059 1.4087187051773071 1.1795122623443604 1.0790112018585205 1.4117944240570068 1.4189029932022095 1.407759666442871 1.26558518409729 1.3772162199020386 1.2092101573944092 1.1640119552612305 1.3013684749603271 1.4125956296920776 1.3253042697906494 1.3489627838134766 1.273376703262329 1.3266552686691284 1.330216407775879 1.347436547279358 1.3404923677444458 1.363102674484253 1.2025833129882812 1.4549611806869507 1.2412364482879639 1.3993464708328247 1.3111250400543213 1.428445816040039 1.4045997858047485 0.9290623664855957 1.3584766387939453 1.3457937240600586 1.3828985691070557 1.3021883964538574 1.3713922500610352
12	1.3033	1.3247	1.4606	0.9230	0.9230259656906128 1.362548828125 1.228053092956543 1.2308664321899414 1.3240810632705688 1.1121175289154053 1.3246557712554932 1.195620059967041 1.26727294921875 1.305861234664917 1.3828699588775635 1.0790112018585205 1.3258801698684692 1.3422045707702637 1.2419188022613525 1.4070550203323364 1.2347772121429443 1.3266552686691284 1.3021883964538574 1.4352105855941772 1.1975902318954468 1.338645577430725 1.3970037698745728 1.2995704412460327 1.4207268953323364 1.2596445083618164 1.1289680004119873 1.4456268548965454 1.4411497116088867 0.9951993823051453 1.4108095169067383 1.381238579750061 1.4121406078338623 1.4189029932022095 1.144779920578003 1.400781273841858 1.3131966590881348 1.3648062944412231 1.275591254234314 1.1302664279937744 1.387482762336731 1.2926756143569946 1.3189276456832886 1.2915003299713135 1.2413270473480225 1.36537766456604 1.3282184600830078 1.4297720193862915 1.4606250524520874 1.276558518409729 1.2722834348678589 1.3588241338729858 1.4014126062393188 1.3797402381896973 1.347436547279358
12	1.3033	1.3247	1.4606	0.9230	0.9230259656906128 1.362548828125 1.228053092956543 1.2308664321899414 1.3240810632705688 1.1121175289154053 1.3246557712554932 1.195620059967041 1.26727294921875 1.305861234664917 1.3828699588775635 1.0790112018585205 1.3258801698684692 1.3422045707702637 1.2419188022613525 1.4070550203323364 1.2347772121429443 1.3266552686691284 1.3021883964538574 1.4352105855941772 1.1975902318954468 1.338645577430725 1.3970037698745728 1.2995704412460327 1.4207268953323364 1.2596445083618164 1.1289680004119873 1.4456268548965454 1.4411497116088867 0.9951993823051453 1.4108095169067383 1.381238579750061 1.4121406078338623 1.4189029932022095 1.144779920578003 1.400781273841858 1.3131966590881348 1.3648062944412231 1.275591254234314 1.1302664279937744 1.387482762336731 1.2926756143569946 1.3189276456832886 1.2915003299713135 1.2413270473480225 1.36537766456604 1.3282184600830078 1.4297720193862915 1.4606250524520874 1.276558518409729 1.2722834348678589 1.3588241338729858 1.4014126062393188 1.3797402381896973 1.347436547279358
11	1.3475	1.3589	1.4759	1.1193	1.4033148288726807 1.266486644744873 1.4088348150253296 1.3761985301971436 1.374893307685852 1.220376968383789 1.3306605815887451 1.2966701984405518 1.4759113788604736 1.3421564102172852 1.2437379360198975 1.1192631721496582 1.402937889099121 1.2925583124160767 1.2969532012939453 1.3589775562286377 1.3792707920074463 1.4222925901412964 1.3685986995697021 1.416893720626831 1.3916826248168945 1.36537766456604 1.4425679445266724 1.262274980545044 1.4297720193862915 1.4606250524520874 1.3503727912902832 1.3581838607788086 1.2722834348678589 1.3588241338729858 1.3764994144439697 1.3890823125839233 1.2445355653762817 1.315199851989746 1.3466625213623047 1.347436547279358
12	1.3229	1.3531	1.4745	0.9936	1.3375083208084106 1.1378782987594604 1.3444225788116455 1.228053092956543 1.3246557712554932 1.362548828125 1.26727294921875 1.305861234664917 1.4226570129394531 1.4028284549713135 1.4254969358444214 1.345982551574707 1.1504064798355103 1.322288990020752 0.9935916662216187 1.0602222681045532 1.2019063234329224 1.376920223236084 1.406193733215332 1.407759666442871 1.4125956296920776 1.384785771369934 1.4481269121170044 1.3738946914672852 1.4744665622711182 1.3638137578964233 1.4108095169067383 1.4352105855941772 1.4121406078338623 1.4189029932022095 1.2995704412460327 1.2722834348678589 1.3588241338729858 1.2596445083618164 1.1289680004119873 1.347436547279358
17	1.2880	1.3303	1.4734	0.7021	1.1507517099380493 1.3189070224761963 1.1311794519424438 1.0212244987487793 1.1976253986358643 1.3853042125701904 1.373502254486084 1.0616381168365479 1.3807908296585083 0.9953248500823975 1.3306605815887451 1.2966701984405518 1.2479655742645264 0.9261502027511597 1.228053092956543 1.2510883808135986 1.3240810632705688 1.283082365989685 1.0148041248321533 1.3496086597442627 0.9230259656906128 1.26727294921875 1.305861234664917 1.3167818784713745 1.3714518547058105 1.3299050331115723 1.370089054107666 1.3657360076904297 1.3130643367767334 1.4734152555465698 1.2590076923370361 1.4269232749938965 1.3917168378829956 1.106208086013794 1.2873754501342773 1.4242972135543823 1.4016152620315552 1.0683549642562866 1.4584757089614868 0.7021398544311523 1.3673908710479736 1.3789193630218506 1.3230071067810059 1.4411497116088867 1.4087187051773071 1.1795122623443604 1.4620554447174072 1.0790112018585205 1.4121406078338623 1.4189029932022095 1.4048649072647095 1.3404923677444458 1.363102674484253 1.3784751892089844 1.2025833129882812 1.3253042697906494 1.2412364482879639 1.3900433778762817 1.3603318929672241 1.365081548690796 1.3422045707702637 1.2915003299713135 1.2413270473480225 1.3993464708328247 1.3562653064727783 1.3111250400543213 1.3489627838134766 1.4045997858047485 1.39203941822052 0.9290623664855957 1.273376703262329 1.3457937240600586 1.3819233179092407 1.4306182861328125 1.3660774230957031 1.3266552686691284 1.3021883964538574 1.347436547279358
18	1.3005	1.3306	1.4745	0.7021	1.2479655742645264 1.3444225788116455 1.318719744682312 0.9261502027511597 1.228053092956543 1.1378782987594604 1.26727294921875 1.2510883808135986 1.283082365989685 1.0148041248321533 0.9230259656906128 1.2312116622924805 1.305861234664917 1.4051766395568848 1.4111469984054565 1.3167818784713745 1.3714518547058105 1.3717317581176758 1.4269232749938965 1.3299050331115723 1.3657360076904297 1.3130643367767334 1.2590076923370361 1.4264700412750244 1.3917168378829956 1.4467886686325073 1.380892038345337 1.384785771369934 1.0602222681045532 1.4744665622711182 1.3486326932907104 1.4072506427764893 1.3123321533203125 1.2601242065429688 1.390376091003418 1.3638137578964233 1.2916417121887207 1.4110438823699951 1.40144681930542 1.3966774940490723 1.261739730834961 1.4058680534362793 1.3541985750198364 1.2838340997695923 1.2896157503128052 1.3712952136993408 1.106208086013794 1.178503155708313 1.3673908710479736 1.2873754501342773 1.4016152620315552 1.0683549642562866 0.7021398544311523 1.3306009769439697 1.3789193630218506 1.2019063234329224 1.4121406078338623 1.3230071067810059 1.4087187051773071 1.1795122623443604 1.0790112018585205 1.4117944240570068 1.4189029932022095 1.407759666442871 1.26558518409729 1.3772162199020386 1.2092101573944092 1.1640119552612305 1.3013684749603271 1.4125956296920776 1.3253042697906494 1.3489627838134766 1.273376703262329 1.3266552686691284 1.330216407775879 1.347436547279358 1.3404923677444458 1.363102674484253 1.2025833129882812 1.4549611806869507 1.2412364482879639 1.3993464708328247 1.3111250400543213 1.428445816040039 1.4045997858047485 0.9290623664855957 1.3584766387939453 1.3457937240600586 1.3828985691070557 1.3021883964538574 1.3713922500610352
12	1.3033	1.3247	1.4606	0.9230	0.9230259656906128 1.362548828125 1.228053092956543 1.2308664321899414 1.3240810632705688 1.1121175289154053 1.3246557712554932 1.195620059967041 1.26727294921875 1.305861234664917 1.3828699588775635 1.0790112018585205 1.3258801698684692 1.3422045707702637 1.2419188022613525 1.4070550203323364 1.2347772121429443 1.3266552686691284 1.3021883964538574 1.4352105855941772 1.1975902318954468 1.338645577430725 1.3970037698745728 1.2995704412460327 1.4207268953323364 1.2596445083618164 1.1289680004119873 1.4456268548965454 1.4411497116088867 0.9951993823051453 1.4108095169067383 1.381238579750061 1.4121406078338623 1.4189029932022095 1.144779920578003 1.400781273841858 1.3131966590881348 1.3648062944412231 1.275591254234314 1.1302664279937744 1.387482762336731 1.2926756143569946 1.3189276456832886 1.2915003299713135 1.2413270473480225 1.36537766456604 1.3282184600830078 1.4297720193862915 1.4606250524520874 1.276558518409729 1.2722834348678589 1.3588241338729858 1.4014126062393188 1.3797402381896973 1.347436547279358
15	1.3082	1.3452	1.4673	0.7021	1.3509653806686401 1.35293447971344 1.40390944480896 1.3094903230667114 1.400917649269104 1.3761826753616333 1.4395586252212524 1.2770814895629883 1.314059853553772 1.2144739627838135 1.4383251667022705 1.36557936668396 1.314923882484436 1.368455171585083 0.9720859527587891 1.37001371383667 1.3588234186172485 1.3459241390228271 1.36454176902771 1.332511305809021 1.4197852611541748 1.4410827159881592 1.3090159893035889 1.106208086013794 1.4275397062301636 1.2117334604263306 1.0683549642562866 1.3345237970352173 1.4008781909942627 0.7021398544311523 1.4673391580581665 1.369016170501709 1.3789193630218506 1.3882982730865479 1.1594436168670654 1.1795122623443604 1.416740894317627 1.3479644060134888 1.0790112018585205 1.436354398727417 1.4048787355422974 1.4189029932022095 1.3237872123718262 1.403619408607483 1.3725244998931885 1.3379673957824707 1.3748258352279663 1.2417196035385132 1.4361873865127563 1.1705994606018066 1.201649785041809 1.3138790130615234 1.4185596704483032 1.025710105895996 1.338474154472351 1.2230126857757568 1.2495474815368652 1.3148205280303955 1.344367504119873 0.9290623664855957 1.4296528100967407 1.357203722000122 1.3457937240600586 1.2622990608215332 1.182604193687439 1.2813711166381836 1.2974660396575928 1.3774025440216064 1.3940176963806152 1.3445957899093628 1.3659006357192993 1.2407090663909912 1.3869831562042236 1.3060693740844727 1.3021883964538574 1.4189890623092651 1.2620201110839844 1.3232738971710205
